Country,Item,Year,Area_harvested_ha,Yield_hg_per_ha,Production_tonnes,Yield_tonnes_per_ha,Yield_RM_7yr_mean,Yield_RM_overall_mean,Yield_zscore
Cambodia,"Rice, paddy",1961,2182000,10921,2383000,1.0921,,,
Cambodia,"Rice, paddy",1962,2286000,8920,2039000,0.892,,,
Cambodia,"Rice, paddy",1963,2233000,11742,2622000,1.1742,,,
Cambodia,"Rice, paddy",1964,2377000,11611,2760000,1.1611,0.0623571428571428,0.0647036414565826,0.631095721560172
Cambodia,"Rice, paddy",1965,2344000,10666,2500000,1.0666,-0.0759714285714286,-0.0736249299719888,-0.718110716174574
Cambodia,"Rice, paddy",1966,2182000,10889,2376000,1.0889,-0.110185714285715,-0.107839215686275,-1.05182438119314
Cambodia,"Rice, paddy",1967,2020000,12163,2457000,1.2163,-0.0421571428571428,-0.039810644257703,-0.388298505277316
Cambodia,"Rice, paddy",1968,2324000,13989,3251000,1.3989,0.0987142857142858,0.101060784313726,0.98571003365714
Cambodia,"Rice, paddy",1969,1944000,12876,2503000,1.2876,-0.0569857142857142,-0.0546392156862744,-0.53293098305989
Cambodia,"Rice, paddy",1970,2399000,15898,3814000,1.5898,0.215814285714286,0.218160784313726,2.12786072766847
Cambodia,"Rice, paddy",1971,1880000,14532,2732000,1.4532,0.0895285714285714,0.0918750700280112,0.896115926514369
Cambodia,"Rice, paddy",1972,1399000,13774,1927000,1.3774,0.042142857142857,0.0444893557422968,0.433932950787202
Cambodia,"Rice, paddy",1973,811000,12947,1050000,1.2947,-0.013757142857143,-0.0114106442577032,-0.111295262664835
Cambodia,"Rice, paddy",1974,555000,11441,635000,1.1441,-0.0800999999999998,-0.0777535014005601,-0.758379296212303
Cambodia,"Rice, paddy",1975,900000,12000,1080000,1.2,0.0405428571428572,0.042889355742297,0.418327134301993
Cambodia,"Rice, paddy",1976,1000000,11000,1100000,1.1,0.0380142857142858,0.0403607843137256,0.393664370749473
Cambodia,"Rice, paddy",1977,1000000,10000,1000000,1,-0.0473714285714286,-0.0450249299719888,-0.43915674650144
Cambodia,"Rice, paddy",1978,1000000,10000,1000000,1,-0.0455571428571429,-0.0432106442577031,-0.421460865308388
Cambodia,"Rice, paddy",1979,774000,6951,538000,0.6951,-0.351428571428571,-0.349082072829132,-3.40481922928016
Cambodia,"Rice, paddy",1980,1440000,11924,1717000,1.1924,0.122314285714286,0.124660784313726,1.21589582681399
Cambodia,"Rice, paddy",1981,1317000,11314,1490000,1.1314,0.0201285714285713,0.0224750700280111,0.21921363646837
Cambodia,"Rice, paddy",1982,1615000,12068,1949000,1.2068,0.0598571428571428,0.0622036414565826,0.606711633302031
Cambodia,"Rice, paddy",1983,1612000,12649,2039000,1.2649,0.0205428571428574,0.0228893557422972,0.223254428236866
Cambodia,"Rice, paddy",1984,978000,12883,1260000,1.2883,0.0250285714285714,0.0273750700280112,0.267006449454328
Cambodia,"Rice, paddy",1985,1450000,12497,1812000,1.2497,-0.0476428571428571,-0.0452963585434173,-0.441804161798037
Cambodia,"Rice, paddy",1986,1520000,13770,2093000,1.377,0.0469428571428572,0.049289355742297,0.480750400242834
Cambodia,"Rice, paddy",1987,1370000,13248,1815000,1.3248,-0.0170857142857144,-0.0147392156862746,-0.143760934459959
Cambodia,"Rice, paddy",1988,1825000,13699,2500000,1.3699,0.0125999999999999,0.0149464985994397,0.145782696399569
Cambodia,"Rice, paddy",1989,1861000,14358,2672000,1.4358,0.0687714285714285,0.0711179271708683,0.693658325148202
Cambodia,"Rice, paddy",1990,1855000,13477,2500000,1.3477,-0.00931428571428561,-0.00696778711484582,-0.0679612543889356
Cambodia,"Rice, paddy",1991,1719000,13962,2400000,1.3962,0.0159142857142858,0.0182607843137256,0.178109030547505
Cambodia,"Rice, paddy",1992,1685400,13178,2221000,1.3178,-0.122785714285714,-0.120439215686274,-1.17472018601417
Cambodia,"Rice, paddy",1993,1823625,13069,2383350,1.3069,-0.187371428571429,-0.185024929971989,-1.80466568895734
Cambodia,"Rice, paddy",1994,1494600,14877,2223500,1.4877,-0.0669857142857144,-0.0646392156862746,-0.630467336092457
Cambodia,"Rice, paddy",1995,1924000,17920,3447800,1.792,0.181285714285714,0.183632212885154,1.79108163441174
Cambodia,"Rice, paddy",1996,1879000,18116,3404000,1.8116,0.111528571428571,0.113875070028011,1.11069590318601
Cambodia,"Rice, paddy",1997,1928689,17706,3414917,1.7706,-0.044985714285714,-0.0426392156862742,-0.41588735942081
Cambodia,"Rice, paddy",1998,1962566,17884,3509871,1.7884,-0.110357142857143,-0.108010644257703,-1.05349643295941
Cambodia,"Rice, paddy",1999,2079442,19433,4040900,1.9433,0.0267714285714284,0.0291179271708682,0.284005642411431
Cambodia,"Rice, paddy",2000,1903159,21155,4026092,2.1155,0.1576,0.15994649859944,1.56005981537175
Cambodia,"Rice, paddy",2001,1980295,20699,4099016,2.0699,0.0824714285714285,0.0848179271708683,0.827283128802816
Cambodia,"Rice, paddy",2002,1994645,19164,3822509,1.9164,-0.169728571428571,-0.167382072829132,-1.63258369467846
Cambodia,"Rice, paddy",2003,2242036,21012,4710957,2.1012,-0.0629285714285714,-0.0605820728291317,-0.590895444290672
Cambodia,"Rice, paddy",2004,2109050,19773,4170284,1.9773,-0.259128571428572,-0.256782072829132,-2.50455869078959
